"","Miasto Wrocław","Miasto Szczecin","Bialski","Łomżyński","Wrocławski","Nowotarski","Oświęcimski","Zielonogórski","Kaliski","Poznański","Siedlecki","Ostrołęcki","Białostocki","Miasto Kraków","Olsztyński","Ełcki","Trójmiejski","Gdański","Słupski","Opolski","Bydgosko-toruński","Radomski","Skierniewicki","Kielecki","Sandomiersko-jędrzejowski","Nyski","Puławski","Włocławski","Łódzki","Chojnicki","Starogardzki","Miasto Łódź","Leszczyński","Jeleniogórski","Legnicko-głogowski","Tarnobrzeski","Koniński","Szczecinecko-pyrzycki","Tyski","Sieradzki","Rzeszowski","Szczeciński","Bytomski","Gliwicki","Katowicki","Koszaliński","Suwalski","Lubelski","Wałbrzyski","Miasto Warszawa","Tarnowski","Piotrkowski","Warszawski wschodni","Pilski","Nowosądecki","Elbląski","Sosnowiecki","Krośnieński","Krakowski","Częstochowski","Grudziądzki","Chełmsko-zamojski","Bielski","Rybnicki","Miasto Poznań","Warszawski zachodni","Inowrocławski","Świecki","Gorzowski","Przemyski","Żyrardowski","Ciechanowski","Płocki"
"43",-1.3,-2.1,-1.8,-1.2,-2.4,-2.1,-1.9,-2.5,-1.7,-1.4,-1.9,-1.8,-1.6,-0.8,-2.4,-2.3,-0.899999999999999,-2.2,-3.2,-1.5,-2.1,-2.5,-1.6,-2.2,-1.7,-3.9,-1.7,-2.7,-2.4,-2.6,-3.7,-1.3,-1.6,-3.4,-2.2,-1.9,-2.2,-2.3,-0.9,-2,-1.4,-2.3,-2.1,-1.2,-1.2,-2.1,-2,-1.2,-3.2,-0.8,-1.6,-2.3,-2.1,-2.9,-2.1,-2.7,-2,-1.9,-2.3,-2.7,-3.3,-1.3,-1.5,-0.800000000000001,-0.9,-1.2,-3,-2.6,-2.6,-1.5,-1.7,-2,-1.9
"44",-1.2,-2.1,-1.7,-1.3,-2.3,-2.1,-1.8,-2.6,-1.7,-1.3,-1.9,-1.8,-1.5,-0.800000000000001,-2.3,-2.3,-0.9,-2.3,-3.3,-1.3,-2.2,-2.3,-1.5,-2.2,-1.9,-4.1,-1.7,-2.9,-2.3,-2.5,-3.6,-1.3,-1.6,-3.4,-2.2,-1.6,-2.2,-2.4,-0.8,-2.1,-1.5,-2,-1.9,-1.3,-1.3,-2.1,-2,-1.2,-3.2,-0.8,-1.5,-2.4,-2.3,-3.1,-2.1,-2.4,-1.9,-1.8,-2.2,-2.8,-3.4,-1.2,-1.5,-0.700000000000001,-0.9,-1.2,-2.9,-2.5,-2.3,-1.5,-1.7,-1.8,-1.8
"45",-1.3,-2.3,-1.5,-1.3,-2.2,-2,-1.8,-2.7,-1.7,-1.3,-1.9,-1.8,-1.5,-0.7,-2.1,-2.4,-1.1,-2.2,-3.3,-1.5,-2.2,-2.3,-1.5,-2.3,-2,-3.8,-1.7,-3,-2,-2.4,-3.4,-1.2,-1.5,-3.3,-2,-1.7,-2.4,-2.5,-0.8,-2.1,-1.3,-2.1,-1.8,-1.3,-1.3,-2.2,-1.7,-1.2,-3.3,-0.8,-1.3,-2.3,-2.3,-2.8,-1.8,-2.3,-1.6,-1.5,-1.9,-2.8,-3.2,-1.3,-1.7,-0.9,-0.9,-1.2,-2.7,-2.5,-2.1,-1.4,-1.9,-1.6,-1.7
"46",-1.1,-2.3,-1.5,-1.3,-1.9,-1.8,-2.1,-2.5,-1.8,-1.1,-1.8,-1.9,-1.3,-0.7,-2.2,-2.3,-1.1,-2.2,-3.3,-1.4,-2.1,-2.1,-1.5,-2,-1.9,-3.3,-1.4,-2.6,-1.9,-2.5,-3.2,-1.2,-1.2,-2.9,-1.8,-1.7,-2.4,-2.5,-0.9,-2,-1.3,-2,-1.9,-1.3,-1.3,-2.2,-1.3,-1,-3.2,-0.8,-1.3,-2.1,-2.2,-3.1,-1.6,-2.3,-1.5,-1.6,-1.9,-2.8,-2.9,-1,-1.6,-0.799999999999999,-0.9,-1.2,-2.2,-2.6,-2.1,-1.4,-1.9,-1.2,-1.6
"47",-1.1,-2.5,-1.5,-1.3,-1.9,-1.8,-2,-2.6,-2,-1.1,-1.6,-1.9,-1.3,-0.7,-2.3,-2.4,-1.2,-2.4,-3.3,-1.4,-2.1,-1.9,-1.4,-1.7,-1.7,-3.2,-1.5,-2.5,-1.8,-2.4,-3.4,-1.2,-1.3,-2.8,-1.7,-1.6,-2.3,-2.3,-1.1,-2,-1.3,-2,-1.8,-1.3,-1.3,-2.1,-1.2,-1,-3.4,-0.9,-1.4,-2.3,-2.1,-2.9,-1.6,-2.4,-1.6,-1.6,-1.9,-2.7,-2.9,-0.9,-1.6,-1,-0.9,-1.2,-2.6,-2.6,-2,-1.4,-1.7,-1.3,-1.7
"48",-0.8,-2.5,-1.5,-1,-1.6,-1.8,-1.9,-2.3,-1.9,-1,-1.4,-2,-1.3,-0.699999999999999,-2.4,-2.5,-1.2,-2.3,-3.2,-0.9,-1.9,-2,-1.2,-1.6,-1.7,-2.9,-1.3,-2.7,-1.7,-2.5,-3.2,-1.2,-1.3,-2.5,-1.6,-1.5,-2.3,-2.3,-1,-1.7,-1.1,-2.3,-1.5,-1.3,-1,-2.4,-0.9,-0.700000000000001,-2.9,-0.9,-1.5,-2.1,-1.9,-2.9,-1.4,-2.8,-1.6,-1.6,-2,-2.7,-2.6,-0.700000000000001,-1.6,-0.9,-0.7,-1.1,-2.4,-2.5,-1.4,-1.4,-1.6,-1.3,-2.2
"49",-0.8,-2.5,-1.4,-1.1,-1.6,-1.7,-1.8,-2.3,-1.9,-1.1,-1.6,-1.9,-1.3,-0.7,-2.4,-2.8,-1.3,-2.4,-3.1,-1,-1.9,-2.1,-1.3,-1.6,-1.8,-2.9,-1.4,-2.8,-1.9,-2.6,-3.4,-1.1,-1.4,-2.6,-1.8,-1.6,-2.5,-2.4,-1,-1.8,-1.3,-2.5,-1.7,-1.4,-1.1,-2.5,-1,-0.9,-3.1,-0.9,-1.6,-2.1,-1.8,-3,-1.4,-2.9,-1.7,-1.6,-2,-2.7,-2.5,-0.700000000000001,-1.7,-0.9,-0.7,-1.2,-2.4,-2.5,-1.3,-1.4,-1.6,-1.4,-2.4
"50",-0.6,-2.2,-1.5,-1.1,-1.7,-1.7,-1.7,-2.4,-2,-1.2,-1.4,-1.8,-1.3,-0.7,-2.2,-2.8,-1.2,-2.3,-3,-1,-1.7,-2,-1.2,-1.9,-1.7,-2.9,-1.4,-2.7,-1.9,-2.8,-3.2,-1.1,-1.4,-2.5,-1.7,-1.6,-2.4,-2.5,-1.1,-1.7,-1.3,-2.3,-1.7,-1.4,-1.1,-2.4,-1.2,-0.800000000000001,-3,-0.8,-1.5,-2.1,-1.7,-2.8,-1.4,-2.7,-1.7,-1.6,-2.1,-2.5,-2.5,-0.9,-1.6,-1,-0.8,-1.2,-2.2,-2,-1.2,-1.5,-1.6,-1.3,-2.3
"51",-0.7,-2.3,-1.2,-1.2,-1.5,-1.8,-1.9,-2.4,-2,-1,-1.4,-1.6,-1.4,-0.8,-2.1,-2.8,-1.2,-2.5,-3,-0.9,-1.6,-1.9,-1.4,-1.9,-1.7,-2.9,-1.4,-2.5,-2,-2.9,-3,-1.3,-1.3,-2.5,-1.7,-1.7,-2.2,-2.5,-1.1,-1.7,-1.1,-2.3,-1.7,-1.5,-1.2,-2.7,-1.3,-0.9,-3,-0.9,-1.5,-2.1,-1.7,-2.8,-1.6,-2.1,-1.9,-1.6,-2,-2.6,-2.3,-0.800000000000001,-1.6,-1.1,-0.7,-1.1,-2.1,-1.9,-1.5,-1.6,-1.5,-1.3,-2.2
"52",-0.7,-2.5,-1.4,-1.3,-1.6,-1.5,-1.9,-2.5,-1.9,-1,-1.4,-1.8,-1.3,-0.6,-2,-2.9,-1.3,-2.4,-2.9,-1,-1.5,-2,-1.5,-1.9,-2,-3,-1.4,-2.2,-2.3,-3.2,-2.7,-1.6,-1.4,-2.4,-1.5,-1.9,-2,-2.7,-1,-1.8,-1.3,-2,-1.7,-1.5,-1.2,-3,-1.3,-0.9,-3,-0.8,-1.5,-2.2,-1.6,-2.8,-1.7,-2.2,-1.8,-1.7,-1.9,-2.7,-2.2,-1,-1.4,-1.1,-0.7,-1.2,-2.2,-1.6,-1.8,-1.7,-1.3,-1.5,-2.1
"53",-0.7,-2.3,-1.2,-1,-1.4,-1.5,-1.9,-2.4,-1.9,-1.1,-1.3,-1.8,-1.5,-0.7,-1.9,-3,-1.2,-2.2,-2.9,-1,-1.5,-1.8,-1.5,-2,-1.5,-2.7,-1.2,-1.6,-2.1,-2.6,-2.4,-1.6,-1.4,-2.2,-1.4,-1.7,-2,-2.6,-1,-1.7,-1.3,-2,-1.5,-1.7,-1.2,-3,-1.2,-0.9,-2.9,-0.8,-1.6,-2,-1.6,-2.6,-1.7,-2.2,-1.9,-1.6,-1.7,-2.8,-2,-1,-1.6,-1,-0.7,-1.2,-1.8,-1.8,-1.6,-1.5,-1.1,-1.3,-1.7
"54",-0.7,-2.4,-1.1,-0.799999999999999,-1.3,-1.5,-2,-2.4,-1.7,-1,-1.2,-1.6,-1.5,-0.7,-2.2,-3,-1.2,-2.4,-2.7,-1,-1.3,-1.9,-1.4,-2,-1.2,-1.9,-1,-1.3,-2.1,-2.2,-2.3,-1.8,-1.2,-2,-1.1,-1.5,-2,-2.7,-0.800000000000001,-1.7,-1.1,-1.9,-1.6,-2,-1.3,-2.9,-1.2,-0.899999999999999,-2.4,-0.7,-1.6,-1.9,-1.4,-2.4,-1.9,-2.1,-1.8,-1.5,-1.5,-2.7,-1.7,-1.1,-1.5,-0.799999999999999,-0.6,-1.1,-1.6,-1.5,-1.7,-1.2,-1,-1.2,-1.6
"55",-0.6,-2.3,-1,-0.799999999999999,-1,-1.5,-2.1,-2.2,-1.6,-1,-1.2,-1.4,-1.4,-0.8,-2.1,-2.8,-1,-2.2,-2.5,-1,-1.3,-1.9,-1.3,-2,-1.1,-1.5,-0.9,-1.2,-1.9,-2.2,-2.2,-1.7,-1.1,-1.9,-1.2,-1.4,-1.8,-2.6,-0.8,-1.7,-1.2,-1.9,-1.5,-2.1,-1.4,-2.4,-1.1,-0.9,-2.3,-0.7,-1.5,-2,-1.2,-2,-2.2,-2.1,-1.8,-1.6,-1.5,-2.8,-1.8,-1.3,-1.6,-1,-0.6,-1.1,-1.7,-1.7,-1.7,-1.2,-1,-1.2,-1.6
"56",-0.6,-2.3,-1.1,-0.799999999999999,-1,-1.4,-2.3,-2.1,-1.6,-1,-1.2,-1.4,-1.4,-0.7,-2.1,-2.8,-1,-2.2,-2.4,-0.899999999999999,-1.1,-2.1,-1.1,-2,-0.899999999999999,-1.3,-0.800000000000001,-1.1,-1.9,-2.3,-2.1,-1.6,-1,-1.8,-1.2,-1.5,-1.7,-2.4,-0.9,-1.7,-1,-2.1,-1.8,-1.8,-1.4,-2.3,-0.799999999999999,-0.9,-2.4,-0.8,-1.5,-1.8,-1.1,-1.9,-2.3,-2.2,-1.6,-1.5,-1.5,-2.7,-1.7,-1.4,-1.4,-1,-0.5,-1.1,-1.6,-1.7,-1.6,-1.1,-1,-1.4,-1.5
"57",-0.5,-2.4,-1,-0.800000000000001,-0.999999999999999,-1.5,-2.3,-2.2,-1.5,-0.8,-1.3,-1.3,-1.4,-0.8,-2,-2.8,-0.8,-2.1,-2.6,-0.800000000000001,-1.1,-2.2,-1.1,-1.7,-0.800000000000001,-1.1,-1,-1,-2.1,-2.3,-2.3,-1.5,-1.1,-1.7,-1.1,-1.6,-1.7,-2.4,-0.8,-1.7,-1.2,-1.9,-1.8,-1.8,-1.3,-2.4,-1,-1,-2.1,-0.7,-1.7,-1.8,-1.2,-1.9,-2.5,-2.3,-1.6,-1.7,-1.5,-2.6,-1.6,-1.4,-1.4,-1,-0.5,-1.2,-1.6,-1.8,-1.6,-1,-0.9,-1.7,-1.6
"58",-0.6,-2.5,-1,-0.700000000000001,-1,-1.5,-2,-2.1,-1.3,-0.8,-1.2,-1.1,-1.5,-0.8,-1.9,-2.5,-0.8,-2.1,-2.6,-0.7,-1,-2.3,-1.1,-1.7,-0.800000000000001,-1.1,-1.1,-1.2,-1.8,-2.2,-2.3,-1.3,-1.1,-1.9,-1.2,-1.6,-1.6,-2.3,-0.8,-1.6,-1.2,-2,-1.6,-1.7,-1.3,-2.3,-1.1,-1,-1.9,-0.7,-1.7,-1.6,-1.3,-1.5,-2.5,-2.2,-1.5,-1.6,-1.4,-2.6,-1.5,-1.4,-1.5,-1.1,-0.3,-1.1,-1.6,-1.7,-1.3,-1,-0.800000000000001,-1.9,-1.5
"59",-0.6,-2.3,-1.2,-0.799999999999999,-0.899999999999999,-1.5,-2.2,-2.2,-1.3,-0.7,-1.4,-1.3,-1.5,-0.8,-1.9,-2.5,-0.7,-2,-2.7,-0.7,-0.899999999999999,-2.4,-1.3,-1.8,-1,-1.3,-1.1,-1.1,-1.9,-2.5,-2.3,-1.5,-1.1,-1.8,-1.4,-2,-1.7,-2.3,-0.7,-1.8,-1.4,-2.1,-1.7,-1.7,-1.3,-2.4,-1.3,-1,-1.9,-0.7,-1.8,-1.8,-1.4,-1.6,-2.6,-2,-1.5,-1.7,-1.4,-2.5,-1.4,-1.6,-1.5,-1,-0.4,-1.1,-1.4,-1.8,-1.3,-1,-1,-2,-1.6
"60",-0.6,-2.1,-1.4,-0.9,-1.1,-1.6,-2.4,-2.2,-1.2,-0.8,-1.6,-1.2,-1.8,-0.9,-1.8,-2.6,-0.7,-2,-3.1,-0.899999999999999,-0.8,-2.3,-1.6,-2,-1.3,-1.6,-1.2,-0.600000000000001,-1.9,-2.4,-2.1,-1.6,-1.1,-1.8,-1.2,-2.2,-1.7,-2.5,-0.8,-2,-1.6,-2.1,-2.1,-1.7,-1.4,-2.3,-1.7,-1.1,-2.1,-0.7,-1.8,-1.8,-1.6,-1.5,-3,-1.9,-1.6,-1.9,-1.3,-2.7,-1.6,-1.7,-1.5,-1.2,-0.5,-1.1,-1.5,-1.9,-1.5,-1.2,-1,-2.2,-1.4
"61",-0.6,-2.2,-1.5,-1,-1.3,-1.7,-2.6,-2.7,-1.4,-1,-1.6,-1.6,-2.1,-1,-2,-2.8,-0.8,-2.2,-3.6,-1.1,-1,-2.4,-1.7,-2.3,-1.5,-1.7,-1.2,-1,-2.1,-2.5,-2.6,-1.9,-1.3,-2,-1.2,-2.3,-1.9,-2.6,-0.9,-2.2,-1.7,-2.3,-2,-1.6,-1.5,-2.6,-2,-1.1,-2.2,-0.7,-2,-2,-1.9,-1.7,-3.1,-2.1,-1.7,-2.1,-1.5,-2.9,-1.9,-1.8,-1.6,-1.4,-0.6,-1.2,-1.7,-2.3,-1.6,-1.5,-1.3,-2.4,-1.5
"62",-0.8,-2.2,-1.7,-1.2,-1.3,-1.7,-2.7,-2.9,-1.5,-1,-1.8,-1.7,-2.1,-1,-2.2,-3,-0.9,-2.4,-3.8,-1.1,-1.1,-2.5,-2.1,-2.3,-1.8,-1.8,-1.4,-1.2,-2.2,-2.5,-2.9,-2,-1.3,-2.1,-1.4,-2.4,-2.1,-2.8,-0.8,-2.4,-1.8,-2.6,-2,-1.6,-1.5,-2.7,-2.2,-1.3,-2.6,-0.8,-2.2,-2.1,-1.9,-1.8,-3.3,-2.1,-2,-2.2,-1.6,-3,-2,-1.8,-1.7,-1.4,-0.5,-1.3,-2.1,-2.5,-1.8,-1.5,-1.3,-2.7,-1.8
"63",-0.7,-2.1,-2.1,-1.2,-1.5,-1.7,-2.6,-2.7,-1.4,-1,-1.8,-1.8,-2.1,-1,-2.2,-3.3,-0.8,-2.4,-3.8,-1.1,-1,-2.7,-2,-2.6,-1.9,-1.9,-1.6,-1.4,-2.5,-2.7,-3.1,-2,-1.3,-2.2,-1.4,-2.5,-2.4,-2.8,-0.8,-2.4,-1.9,-2.5,-2,-1.6,-1.5,-2.5,-2.2,-1.2,-2.6,-0.7,-2.1,-2.1,-2,-1.7,-3.3,-2.3,-1.9,-2.2,-1.6,-3,-2,-2,-1.7,-1.5,-0.6,-1.4,-2.2,-2.4,-1.7,-1.7,-1.3,-2.8,-1.9
"64",-0.7,-2,-2,-1.2,-1.3,-2,-2.5,-2.4,-1.3,-1.1,-1.8,-1.8,-2.1,-1.1,-2.2,-3.4,-0.8,-2.3,-3.8,-1,-1,-2.7,-1.8,-2.6,-1.6,-1.8,-1.6,-1.9,-2.3,-2.4,-3.3,-1.8,-1.2,-2.1,-1.4,-2.3,-2.3,-2.4,-0.8,-2.4,-1.8,-2.6,-2.1,-1.5,-1.5,-2.3,-2.2,-1.2,-2.7,-0.8,-2,-2,-2.2,-1.7,-3.1,-2.1,-2,-2.2,-1.5,-2.9,-2.1,-1.8,-1.8,-1.6,-0.6,-1.3,-2.3,-2.3,-1.4,-1.4,-1.5,-2.7,-2
"65",-0.6,-1.7,-2.1,-1.1,-1.3,-1.9,-2.3,-2.3,-1.1,-1.1,-1.8,-1.8,-2,-1,-2.1,-3.3,-0.8,-2.1,-3.4,-1.1,-0.9,-2.7,-1.7,-2.5,-1.8,-1.8,-1.8,-2,-2.4,-2.5,-3.1,-1.7,-1.1,-2,-1.3,-2.1,-2.1,-2.1,-0.8,-2.3,-1.6,-2.4,-2.3,-1.3,-1.4,-1.9,-2.1,-1.2,-2.6,-0.8,-1.8,-2.1,-2.1,-1.8,-2.8,-2.1,-1.9,-2,-1.4,-2.7,-1.9,-1.6,-1.6,-1.4,-0.6,-1.2,-2.4,-2.3,-1.4,-1.4,-1.7,-2.8,-2
"66",-0.6,-1.5,-2,-1.1,-1.2,-1.7,-1.9,-2.1,-1,-1,-1.7,-1.7,-2,-1,-1.8,-3.1,-0.7,-1.8,-3.3,-1,-0.9,-2.6,-1.7,-2.4,-1.9,-2.3,-1.8,-2.2,-2.3,-2.6,-2.8,-1.6,-1,-1.9,-1.3,-2.1,-2,-2.1,-0.8,-2.2,-1.7,-2.2,-2.4,-1,-1.1,-1.7,-2,-1.1,-2.5,-0.7,-1.7,-1.9,-2.1,-1.6,-2.4,-2,-1.8,-1.9,-1.2,-2.3,-2,-1.5,-1.4,-1.6,-0.5,-1.2,-2.4,-2.2,-1.6,-1.6,-1.6,-2.9,-1.9
"67",-0.6,-1.6,-2,-1,-1.2,-1.5,-1.5,-2.2,-1,-0.9,-1.5,-1.7,-2,-0.9,-1.7,-3.1,-0.7,-1.7,-3.4,-0.8,-0.8,-2.5,-1.7,-2.3,-1.7,-2.2,-1.9,-2.1,-2.1,-2.1,-2.5,-1.6,-0.9,-1.8,-1.1,-2,-2.1,-1.9,-0.7,-2,-1.6,-1.9,-2.4,-0.7,-0.9,-1.8,-1.9,-0.999999999999999,-2.3,-0.8,-1.6,-1.8,-2.2,-1.5,-2.1,-1.9,-1.8,-1.8,-1.1,-2.1,-1.7,-1.2,-1.1,-1.3,-0.4,-1.2,-2.1,-2,-1.3,-1.4,-1.5,-2.9,-1.7
"68",-0.7,-1.5,-1.9,-1,-1.1,-1.3,-1,-1.9,-0.9,-1,-1.5,-1.7,-2,-0.9,-1.6,-2.9,-0.6,-1.5,-3.5,-0.9,-0.8,-2.3,-1.8,-2,-1.7,-2.1,-1.9,-2.3,-2,-2.1,-2.2,-1.4,-0.9,-1.8,-0.9,-2.1,-2.1,-1.8,-0.6,-1.8,-1.6,-1.8,-2.3,-0.8,-0.7,-1.7,-2,-0.899999999999999,-1.9,-0.7,-1.5,-1.6,-2.3,-1.3,-1.8,-1.7,-1.7,-1.8,-1,-1.8,-1.7,-1.1,-1.1,-1.4,-0.4,-1.3,-2.1,-2,-1.4,-1.6,-1.5,-2.8,-1.7
"69",-0.6,-1.2,-2,-1.1,-1,-1.4,-0.999999999999999,-1.8,-1,-1,-1.5,-1.8,-1.8,-0.8,-1.6,-2.7,-0.6,-1.7,-3.1,-1,-0.8,-2.3,-1.7,-2.2,-1.6,-2.2,-1.7,-2.6,-1.9,-2,-2,-1.5,-0.9,-1.6,-1,-1.9,-2.2,-1.9,-0.6,-1.6,-1.6,-1.9,-2.3,-0.7,-0.8,-1.7,-2,-0.800000000000001,-2,-0.7,-1.4,-1.5,-2.3,-1.2,-1.7,-1.7,-1.7,-1.8,-0.9,-1.6,-1.7,-1.1,-1.1,-1.3,-0.4,-1.2,-2.1,-2,-1.4,-1.6,-1.4,-2.7,-1.7
"70",-0.7,-1.3,-2.1,-1.4,-1.2,-1.6,-1.2,-2,-1.1,-1.1,-1.8,-2.1,-2,-0.9,-1.9,-3,-0.8,-1.7,-3,-1.3,-1,-2.5,-2,-2.3,-1.7,-2.7,-1.7,-2.5,-2.3,-2.3,-2.1,-1.8,-1,-1.9,-1.1,-2,-2.3,-2.1,-0.7,-1.8,-1.7,-2.3,-2.5,-0.899999999999999,-0.9,-2.2,-2.2,-1,-2.4,-0.8,-1.4,-1.8,-2.5,-1.6,-1.9,-2,-1.9,-2,-1.1,-1.9,-2.2,-1.3,-1.2,-1.5,-0.6,-1.3,-2.3,-2.1,-1.7,-1.6,-1.6,-2.8,-1.9
"71",-0.6,-1.4,-2.1,-1.4,-1.4,-1.7,-1.2,-2.1,-1.2,-1.1,-1.6,-1.8,-2.2,-0.9,-2,-3.2,-0.8,-1.8,-3.1,-1.3,-1,-2.6,-1.9,-2.4,-1.8,-2.7,-1.9,-2.6,-2.2,-2.4,-2.2,-1.7,-1,-2.1,-1.2,-1.8,-2.4,-2.4,-0.8,-1.7,-1.6,-2.4,-2.6,-1,-0.9,-2.4,-2.2,-1.2,-2.7,-0.7,-1.5,-1.7,-2.4,-1.8,-1.9,-2.2,-2,-2.1,-1.1,-2,-2.3,-1.3,-1.2,-1.7,-0.5,-1.3,-2.6,-2.3,-1.8,-1.8,-1.4,-3,-1.8
"72",-0.6,-1.6,-2,-1.5,-1.4,-1.7,-1,-2.1,-1.3,-1.1,-1.5,-1.9,-1.9,-0.8,-2.2,-3.5,-0.9,-1.8,-2.9,-1.3,-1,-2.6,-1.8,-2.2,-1.5,-2.6,-2,-3.4,-2,-2.7,-2.1,-1.6,-0.9,-2.1,-1.2,-1.7,-2.4,-2.5,-0.8,-1.8,-1.7,-2.7,-2.6,-1,-0.9,-2.3,-2.1,-1.2,-2.6,-0.6,-1.4,-1.7,-2.1,-1.8,-1.8,-2.2,-2.1,-2.2,-1.3,-2,-2.3,-1.3,-1,-1.6,-0.5,-1.2,-2.7,-2.2,-1.9,-1.7,-1.3,-2.6,-1.8
"73",-0.6,-1.5,-2.2,-1.6,-1.5,-1.7,-1.1,-1.8,-1.3,-0.9,-1.6,-1.9,-2,-0.8,-2.1,-3.6,-0.8,-1.7,-2.7,-1.2,-1,-2.5,-1.8,-2.1,-1.4,-2.8,-2.2,-3.5,-2.1,-2.8,-2,-1.5,-1,-2.1,-1.3,-1.8,-2.4,-2.9,-0.8,-1.7,-1.7,-2.8,-2.8,-1,-0.899999999999999,-2.5,-2.3,-1.3,-2.6,-0.7,-1.5,-1.8,-2.1,-2,-1.8,-2.2,-2.2,-2.2,-1.3,-2.2,-2.4,-1.5,-1,-1.6,-0.4,-1.2,-2.8,-2.3,-2,-1.7,-1.2,-2.4,-2
"74",-0.5,-1.5,-2.1,-1.5,-1.4,-1.7,-1.1,-1.5,-1.2,-0.9,-1.5,-2,-1.9,-0.8,-2.1,-3.4,-0.8,-1.5,-2.5,-1.4,-1.1,-2.5,-1.6,-1.9,-1.3,-2.9,-2.1,-3.5,-2.1,-2.8,-1.7,-1.5,-0.9,-2.1,-1.1,-1.7,-2.2,-2.7,-0.8,-1.6,-1.7,-2.8,-2.7,-1,-0.899999999999999,-2.4,-1.9,-1.3,-2.4,-0.6,-1.5,-1.9,-2.1,-2.1,-1.7,-2.3,-2.1,-2.1,-1.2,-2.2,-2.4,-1.5,-0.899999999999999,-1.8,-0.5,-1.2,-2.7,-2.3,-2,-1.8,-1.1,-2.2,-2
"75",-0.5,-1.5,-2,-1.3,-1.3,-1.6,-1,-1.5,-1.1,-0.9,-1.4,-1.9,-1.7,-0.7,-2,-3,-0.8,-1.2,-2.4,-1.3,-1,-2.3,-1.6,-1.5,-0.899999999999999,-2.9,-1.9,-3.2,-1.8,-2.5,-1.5,-1.5,-0.9,-1.9,-0.999999999999999,-1.4,-2,-2.4,-0.7,-1.2,-1.5,-2.6,-2.6,-1,-0.8,-2.2,-1.5,-1.3,-2.3,-0.7,-1.3,-1.7,-1.9,-1.9,-1.4,-2.2,-2,-2,-1.1,-2,-2.3,-1.2,-0.9,-1.6,-0.4,-1.1,-2.8,-2,-1.8,-1.6,-1.2,-2.1,-1.7
"76",-0.5,-1.4,-1.8,-1.2,-1.2,-1.3,-0.899999999999999,-1.5,-1,-0.7,-1.4,-1.7,-1.6,-0.7,-2,-2.9,-0.7,-1,-2.1,-1.2,-0.9,-2.1,-1.4,-1.3,-0.9,-2.7,-1.8,-2.9,-1.8,-2.3,-1.2,-1.6,-0.7,-1.8,-0.8,-1.1,-1.9,-2.2,-0.6,-1,-1.2,-2.4,-2.4,-0.899999999999999,-0.8,-2,-1.3,-1.2,-2.1,-0.7,-1.3,-1.5,-1.8,-1.7,-1.3,-2.1,-1.9,-1.8,-1.1,-1.9,-2,-1.2,-0.7,-1.4,-0.4,-1.1,-2.5,-2,-1.8,-1.6,-1.1,-1.8,-1.5
"77",-0.5,-1.5,-1.4,-1.4,-1.1,-1.2,-0.9,-1.4,-1,-0.7,-1.3,-1.6,-1.5,-0.6,-1.9,-2.8,-0.7,-1,-1.9,-1.2,-0.9,-2,-1.4,-1.2,-0.8,-2.9,-1.3,-2.7,-1.6,-2.2,-0.9,-1.6,-0.7,-1.7,-0.8,-1.2,-1.8,-2.5,-0.5,-0.9,-1.1,-2.3,-2.3,-0.9,-0.8,-2,-1.3,-1.1,-1.9,-0.6,-1.2,-1.3,-1.8,-1.6,-1.3,-2,-1.8,-1.7,-1.1,-1.7,-2.1,-1.3,-0.7,-1.6,-0.3,-1.1,-2.4,-1.9,-1.7,-1.5,-0.899999999999999,-1.7,-1.5
"78",-0.5,-1.5,-1.2,-1.3,-1,-1.1,-0.8,-1.2,-0.8,-0.7,-1.2,-1.6,-1.4,-0.6,-1.9,-2.7,-0.7,-0.8,-1.6,-1.1,-0.8,-2,-1.1,-1.1,-0.699999999999999,-2.5,-0.800000000000001,-2.5,-1.5,-2,-0.899999999999999,-1.5,-0.7,-1.6,-0.7,-1.1,-1.7,-2.4,-0.5,-0.699999999999999,-0.9,-2.1,-2,-0.8,-0.8,-1.9,-1.1,-1.1,-1.8,-0.7,-1.1,-1.2,-1.7,-1.5,-1.2,-1.9,-1.7,-1.6,-0.9,-1.6,-1.9,-1.1,-0.8,-1.3,-0.4,-1.1,-2.2,-1.8,-1.4,-1.4,-0.800000000000001,-1.6,-1.4
"79",-0.6,-1.2,-1.1,-1.4,-1.1,-1.1,-0.8,-1.1,-0.7,-0.7,-1.4,-1.6,-1.4,-0.5,-1.9,-2.7,-0.7,-0.7,-1.2,-1.1,-0.8,-1.9,-1.1,-0.9,-0.8,-2.2,-0.600000000000001,-2.6,-1.5,-1.9,-0.899999999999999,-1.3,-0.7,-1.5,-0.7,-1,-1.6,-2.5,-0.5,-0.8,-0.9,-2,-1.8,-0.9,-0.9,-1.7,-1.1,-1.1,-1.7,-0.6,-1,-1,-1.5,-1.4,-1.1,-1.8,-1.6,-1.5,-0.8,-1.6,-1.9,-1.3,-0.8,-1.4,-0.4,-0.9,-2.3,-1.9,-1.3,-1.3,-0.800000000000001,-1.5,-1.3
"80",-0.5,-1.2,-1,-1.3,-1,-1.3,-0.899999999999999,-1.2,-0.6,-0.7,-1.3,-1.6,-1.4,-0.5,-2.1,-2.7,-0.7,-0.800000000000001,-1,-1.1,-0.8,-1.9,-1,-1,-0.699999999999999,-2.1,-0.7,-2.5,-1.4,-1.9,-1,-1.4,-0.7,-1.4,-0.7,-1.1,-1.6,-2.6,-0.5,-0.8,-1,-2,-1.7,-0.9,-1,-1.7,-1.1,-1.1,-1.8,-0.6,-1,-1.1,-1.4,-1.4,-1.1,-1.8,-1.6,-1.6,-0.899999999999999,-1.5,-1.7,-1.3,-0.8,-1.4,-0.4,-0.8,-2.4,-1.8,-1.2,-1.3,-0.7,-1.5,-1.3
"81",-0.5,-1.2,-0.800000000000001,-1.3,-0.9,-1.2,-0.9,-1.1,-0.6,-0.7,-1.3,-1.6,-1.4,-0.6,-2,-2.7,-0.7,-0.8,-0.9,-1.1,-0.7,-1.7,-1,-0.800000000000001,-0.7,-2,-0.6,-2.5,-1.3,-1.9,-0.899999999999999,-1.2,-0.7,-1.4,-0.600000000000001,-1.2,-1.4,-2.3,-0.6,-0.8,-0.9,-1.9,-1.6,-0.9,-0.9,-1.5,-0.9,-1.2,-1.7,-0.7,-1,-1,-1.2,-1.4,-1.1,-1.6,-1.6,-1.4,-1,-1.5,-1.6,-1.2,-0.7,-1.4,-0.4,-0.7,-2.2,-1.7,-1,-1.4,-0.8,-1.3,-1.3
